model_type,variant,prompt_idx,seed,positive_prompt,negative_prompt,clip_positive,clip_negative
lightning,original_baseline,15,42,A room with furniture,bed,0.29246991872787476,0.21229588985443115
lightning,original_with_neg,15,42,A room with furniture,bed,0.29246991872787476,0.21229588985443115
lightning,original_baseline,15,1337,A room with furniture,bed,0.2624620795249939,0.24336478114128113
lightning,original_with_neg,15,1337,A room with furniture,bed,0.2624620795249939,0.24336478114128113
lightning,original_baseline,15,2025,A room with furniture,bed,0.2770291864871979,0.19268789887428284
lightning,original_with_neg,15,2025,A room with furniture,bed,0.2770291864871979,0.19268789887428284
pcm,original_baseline,0,42,A photo of a person,male,0.28747236728668213,0.20554590225219727
pcm,original_with_neg,0,42,A photo of a person,male,0.28747236728668213,0.20554590225219727
pcm,original_baseline,0,1337,A photo of a person,male,0.2688249945640564,0.20536378026008606
pcm,original_with_neg,0,1337,A photo of a person,male,0.2688249945640564,0.20536378026008606
pcm,original_baseline,0,2025,A photo of a person,male,0.2412789762020111,0.16740646958351135
pcm,original_with_neg,0,2025,A photo of a person,male,0.2412789762020111,0.16740646958351135
pcm,original_baseline,1,42,A photo of a person,female,0.28747236728668213,0.20331606268882751
pcm,original_with_neg,1,42,A photo of a person,female,0.28747236728668213,0.20331606268882751
pcm,original_baseline,1,1337,A photo of a person,female,0.2688249945640564,0.1841476410627365
pcm,original_with_neg,1,1337,A photo of a person,female,0.2688249945640564,0.1841476410627365
pcm,original_baseline,1,2025,A photo of a person,female,0.2412789762020111,0.1649448573589325
pcm,original_with_neg,1,2025,A photo of a person,female,0.2412789762020111,0.1649448573589325
pcm,original_baseline,2,42,A photo of a person,old,0.28747236728668213,0.20824655890464783
pcm,original_with_neg,2,42,A photo of a person,old,0.28747236728668213,0.20824655890464783
pcm,original_baseline,2,1337,A photo of a person,old,0.2688249945640564,0.20181959867477417
pcm,original_with_neg,2,1337,A photo of a person,old,0.2688249945640564,0.20181959867477417
pcm,original_baseline,2,2025,A photo of a person,old,0.2412789762020111,0.1917731761932373
pcm,original_with_neg,2,2025,A photo of a person,old,0.2412789762020111,0.1917731761932373
pcm,original_baseline,3,42,A photo of a person,young,0.28747236728668213,0.21211570501327515
pcm,original_with_neg,3,42,A photo of a person,young,0.28747236728668213,0.21211570501327515
pcm,original_baseline,3,1337,A photo of a person,young,0.2688249945640564,0.19900068640708923
pcm,original_with_neg,3,1337,A photo of a person,young,0.2688249945640564,0.19900068640708923
pcm,original_baseline,3,2025,A photo of a person,young,0.2412789762020111,0.19844543933868408
pcm,original_with_neg,3,2025,A photo of a person,young,0.2412789762020111,0.19844543933868408
pcm,original_baseline,4,42,A photo of a person,bright lighting,0.28747236728668213,0.16740800440311432
pcm,original_with_neg,4,42,A photo of a person,bright lighting,0.28747236728668213,0.16740800440311432
pcm,original_baseline,4,1337,A photo of a person,bright lighting,0.2688249945640564,0.1670284867286682
pcm,original_with_neg,4,1337,A photo of a person,bright lighting,0.2688249945640564,0.1670284867286682
pcm,original_baseline,4,2025,A photo of a person,bright lighting,0.2412789762020111,0.180815190076828
pcm,original_with_neg,4,2025,A photo of a person,bright lighting,0.2412789762020111,0.180815190076828
pcm,original_baseline,5,42,A photo of a person,dark lighting,0.28747236728668213,0.1929972767829895
pcm,original_with_neg,5,42,A photo of a person,dark lighting,0.28747236728668213,0.1929972767829895
pcm,original_baseline,5,1337,A photo of a person,dark lighting,0.2688249945640564,0.18098759651184082
pcm,original_with_neg,5,1337,A photo of a person,dark lighting,0.2688249945640564,0.18098759651184082
pcm,original_baseline,5,2025,A photo of a person,dark lighting,0.2412789762020111,0.19215606153011322
pcm,original_with_neg,5,2025,A photo of a person,dark lighting,0.2412789762020111,0.19215606153011322
pcm,original_baseline,6,42,A photo of a pet,dog,0.27886873483657837,0.26023203134536743
pcm,original_with_neg,6,42,A photo of a pet,dog,0.27886873483657837,0.26023203134536743
pcm,original_baseline,6,1337,A photo of a pet,dog,0.2650236487388611,0.207532599568367
pcm,original_with_neg,6,1337,A photo of a pet,dog,0.2650236487388611,0.207532599568367
pcm,original_baseline,6,2025,A photo of a pet,dog,0.2726234495639801,0.2636639475822449
pcm,original_with_neg,6,2025,A photo of a pet,dog,0.2726234495639801,0.2636639475822449
pcm,original_baseline,7,42,A photo of a pet,cat,0.27886873483657837,0.18596883118152618
pcm,original_with_neg,7,42,A photo of a pet,cat,0.27886873483657837,0.18596883118152618
pcm,original_baseline,7,1337,A photo of a pet,cat,0.2650236487388611,0.26109760999679565
pcm,original_with_neg,7,1337,A photo of a pet,cat,0.2650236487388611,0.26109760999679565
pcm,original_baseline,7,2025,A photo of a pet,cat,0.2726234495639801,0.18973791599273682
pcm,original_with_neg,7,2025,A photo of a pet,cat,0.2726234495639801,0.18973791599273682
pcm,original_baseline,8,42,A photo from the 1960s,colour,0.2885061800479889,0.18772050738334656
pcm,original_with_neg,8,42,A photo from the 1960s,colour,0.2885061800479889,0.18772050738334656
pcm,original_baseline,8,1337,A photo from the 1960s,colour,0.2863451838493347,0.1918954849243164
pcm,original_with_neg,8,1337,A photo from the 1960s,colour,0.2863451838493347,0.1918954849243164
pcm,original_baseline,8,2025,A photo from the 1960s,colour,0.281038373708725,0.20231667160987854
pcm,original_with_neg,8,2025,A photo from the 1960s,colour,0.281038373708725,0.20231667160987854
pcm,original_baseline,9,42,A photo from the 1960s,black and white,0.2885061800479889,0.20611517131328583
pcm,original_with_neg,9,42,A photo from the 1960s,black and white,0.2885061800479889,0.20611517131328583
pcm,original_baseline,9,1337,A photo from the 1960s,black and white,0.2863451838493347,0.2053779810667038
pcm,original_with_neg,9,1337,A photo from the 1960s,black and white,0.2863451838493347,0.2053779810667038
pcm,original_baseline,9,2025,A photo from the 1960s,black and white,0.281038373708725,0.21293862164020538
pcm,original_with_neg,9,2025,A photo from the 1960s,black and white,0.281038373708725,0.21293862164020538
pcm,original_baseline,10,42,A still painting of fruits,grapes,0.327740341424942,0.2603568732738495
pcm,original_with_neg,10,42,A still painting of fruits,grapes,0.327740341424942,0.2603568732738495
pcm,original_baseline,10,1337,A still painting of fruits,grapes,0.33798983693122864,0.2707844376564026
pcm,original_with_neg,10,1337,A still painting of fruits,grapes,0.33798983693122864,0.2707844376564026
pcm,original_baseline,10,2025,A still painting of fruits,grapes,0.3372621536254883,0.23985227942466736
pcm,original_with_neg,10,2025,A still painting of fruits,grapes,0.3372621536254883,0.23985227942466736
pcm,original_baseline,11,42,A still painting of fruits,apples,0.327740341424942,0.2625809907913208
pcm,original_with_neg,11,42,A still painting of fruits,apples,0.327740341424942,0.2625809907913208
pcm,original_baseline,11,1337,A still painting of fruits,apples,0.33798983693122864,0.2782074213027954
pcm,original_with_neg,11,1337,A still painting of fruits,apples,0.33798983693122864,0.2782074213027954
pcm,original_baseline,11,2025,A still painting of fruits,apples,0.3372621536254883,0.28227341175079346
pcm,original_with_neg,11,2025,A still painting of fruits,apples,0.3372621536254883,0.28227341175079346
pcm,original_baseline,12,42,A landscape,mountains,0.3210564851760864,0.26448917388916016
pcm,original_with_neg,12,42,A landscape,mountains,0.3210564851760864,0.26448917388916016
pcm,original_baseline,12,1337,A landscape,mountains,0.3111950159072876,0.2539382576942444
pcm,original_with_neg,12,1337,A landscape,mountains,0.3111950159072876,0.2539382576942444
pcm,original_baseline,12,2025,A landscape,mountains,0.3295639455318451,0.24487623572349548
pcm,original_with_neg,12,2025,A landscape,mountains,0.3295639455318451,0.24487623572349548
pcm,original_baseline,13,42,A landscape,trees,0.3210564851760864,0.2439165860414505
pcm,original_with_neg,13,42,A landscape,trees,0.3210564851760864,0.2439165860414505
pcm,original_baseline,13,1337,A landscape,trees,0.3111950159072876,0.22118738293647766
pcm,original_with_neg,13,1337,A landscape,trees,0.3111950159072876,0.22118738293647766
pcm,original_baseline,13,2025,A landscape,trees,0.3295639455318451,0.24592800438404083
pcm,original_with_neg,13,2025,A landscape,trees,0.3295639455318451,0.24592800438404083
pcm,original_baseline,14,42,A room with furniture,window,0.2895757555961609,0.21204450726509094
pcm,original_with_neg,14,42,A room with furniture,window,0.2895757555961609,0.21204450726509094
pcm,original_baseline,14,1337,A room with furniture,window,0.2738672196865082,0.21357853710651398
pcm,original_with_neg,14,1337,A room with furniture,window,0.2738672196865082,0.21357853710651398
pcm,original_baseline,14,2025,A room with furniture,window,0.2624508738517761,0.21526163816452026
pcm,original_with_neg,14,2025,A room with furniture,window,0.2624508738517761,0.21526163816452026
pcm,original_baseline,15,42,A room with furniture,bed,0.2895757555961609,0.2170083373785019
pcm,original_with_neg,15,42,A room with furniture,bed,0.2895757555961609,0.2170083373785019
pcm,original_baseline,15,1337,A room with furniture,bed,0.2738672196865082,0.2305208146572113
pcm,original_with_neg,15,1337,A room with furniture,bed,0.2738672196865082,0.2305208146572113
pcm,original_baseline,15,2025,A room with furniture,bed,0.2624508738517761,0.18455713987350464
pcm,original_with_neg,15,2025,A room with furniture,bed,0.2624508738517761,0.18455713987350464
turbo,original_baseline,0,42,A photo of a person,male,0.2863309383392334,0.24313420057296753
turbo,original_with_neg,0,42,A photo of a person,male,0.2863309383392334,0.24313420057296753
turbo,original_baseline,0,1337,A photo of a person,male,0.29420554637908936,0.24169984459877014
turbo,original_with_neg,0,1337,A photo of a person,male,0.29420554637908936,0.24169984459877014
turbo,original_baseline,0,2025,A photo of a person,male,0.3085854947566986,0.24588198959827423
turbo,original_with_neg,0,2025,A photo of a person,male,0.3085854947566986,0.24588198959827423
turbo,original_baseline,1,42,A photo of a person,female,0.2863309383392334,0.20551782846450806
turbo,original_with_neg,1,42,A photo of a person,female,0.2863309383392334,0.20551782846450806
turbo,original_baseline,1,1337,A photo of a person,female,0.29420554637908936,0.2208743840456009
turbo,original_with_neg,1,1337,A photo of a person,female,0.29420554637908936,0.2208743840456009
turbo,original_baseline,1,2025,A photo of a person,female,0.3085854947566986,0.21420985460281372
turbo,original_with_neg,1,2025,A photo of a person,female,0.3085854947566986,0.21420985460281372
turbo,original_baseline,2,42,A photo of a person,old,0.2863309383392334,0.22908741235733032
turbo,original_with_neg,2,42,A photo of a person,old,0.2863309383392334,0.22908741235733032
turbo,original_baseline,2,1337,A photo of a person,old,0.29420554637908936,0.22771403193473816
turbo,original_with_neg,2,1337,A photo of a person,old,0.29420554637908936,0.22771403193473816
turbo,original_baseline,2,2025,A photo of a person,old,0.3085854947566986,0.23385898768901825
turbo,original_with_neg,2,2025,A photo of a person,old,0.3085854947566986,0.23385898768901825
turbo,original_baseline,3,42,A photo of a person,young,0.2863309383392334,0.23330718278884888
turbo,original_with_neg,3,42,A photo of a person,young,0.2863309383392334,0.23330718278884888
turbo,original_baseline,3,1337,A photo of a person,young,0.29420554637908936,0.23362261056900024
turbo,original_with_neg,3,1337,A photo of a person,young,0.29420554637908936,0.23362261056900024
turbo,original_baseline,3,2025,A photo of a person,young,0.3085854947566986,0.23581463098526
turbo,original_with_neg,3,2025,A photo of a person,young,0.3085854947566986,0.23581463098526
turbo,original_baseline,4,42,A photo of a person,bright lighting,0.2863309383392334,0.1788039654493332
turbo,original_with_neg,4,42,A photo of a person,bright lighting,0.2863309383392334,0.1788039654493332
turbo,original_baseline,4,1337,A photo of a person,bright lighting,0.29420554637908936,0.18088196218013763
turbo,original_with_neg,4,1337,A photo of a person,bright lighting,0.29420554637908936,0.18088196218013763
turbo,original_baseline,4,2025,A photo of a person,bright lighting,0.3085854947566986,0.18187536299228668
turbo,original_with_neg,4,2025,A photo of a person,bright lighting,0.3085854947566986,0.18187536299228668
turbo,original_baseline,5,42,A photo of a person,dark lighting,0.2863309383392334,0.19206002354621887
turbo,original_with_neg,5,42,A photo of a person,dark lighting,0.2863309383392334,0.19206002354621887
turbo,original_baseline,5,1337,A photo of a person,dark lighting,0.29420554637908936,0.19650858640670776
turbo,original_with_neg,5,1337,A photo of a person,dark lighting,0.29420554637908936,0.19650858640670776
turbo,original_baseline,5,2025,A photo of a person,dark lighting,0.3085854947566986,0.19668367505073547
turbo,original_with_neg,5,2025,A photo of a person,dark lighting,0.3085854947566986,0.19668367505073547
turbo,original_baseline,6,42,A photo of a pet,dog,0.2823130786418915,0.222121000289917
turbo,original_with_neg,6,42,A photo of a pet,dog,0.2823130786418915,0.222121000289917
turbo,original_baseline,6,1337,A photo of a pet,dog,0.2694176733493805,0.20889130234718323
turbo,original_with_neg,6,1337,A photo of a pet,dog,0.2694176733493805,0.20889130234718323
turbo,original_baseline,6,2025,A photo of a pet,dog,0.27069395780563354,0.2181107997894287
turbo,original_with_neg,6,2025,A photo of a pet,dog,0.27069395780563354,0.2181107997894287
turbo,original_baseline,7,42,A photo of a pet,cat,0.2823130786418915,0.26595351099967957
turbo,original_with_neg,7,42,A photo of a pet,cat,0.2823130786418915,0.26595351099967957
turbo,original_baseline,7,1337,A photo of a pet,cat,0.2694176733493805,0.25557559728622437
turbo,original_with_neg,7,1337,A photo of a pet,cat,0.2694176733493805,0.25557559728622437
turbo,original_baseline,7,2025,A photo of a pet,cat,0.27069395780563354,0.2654303014278412
turbo,original_with_neg,7,2025,A photo of a pet,cat,0.27069395780563354,0.2654303014278412
turbo,original_baseline,8,42,A photo from the 1960s,colour,0.28219568729400635,0.19000504910945892
turbo,original_with_neg,8,42,A photo from the 1960s,colour,0.28219568729400635,0.19000504910945892
turbo,original_baseline,8,1337,A photo from the 1960s,colour,0.2795197367668152,0.18968477845191956
turbo,original_with_neg,8,1337,A photo from the 1960s,colour,0.2795197367668152,0.18968477845191956
turbo,original_baseline,8,2025,A photo from the 1960s,colour,0.294323593378067,0.19754840433597565
turbo,original_with_neg,8,2025,A photo from the 1960s,colour,0.294323593378067,0.19754840433597565
turbo,original_baseline,9,42,A photo from the 1960s,black and white,0.28219568729400635,0.19246111810207367
turbo,original_with_neg,9,42,A photo from the 1960s,black and white,0.28219568729400635,0.19246111810207367
turbo,original_baseline,9,1337,A photo from the 1960s,black and white,0.2795197367668152,0.18036164343357086
turbo,original_with_neg,9,1337,A photo from the 1960s,black and white,0.2795197367668152,0.18036164343357086
turbo,original_baseline,9,2025,A photo from the 1960s,black and white,0.294323593378067,0.1838010996580124
turbo,original_with_neg,9,2025,A photo from the 1960s,black and white,0.294323593378067,0.1838010996580124
turbo,original_baseline,10,42,A still painting of fruits,grapes,0.32919418811798096,0.27051156759262085
turbo,original_with_neg,10,42,A still painting of fruits,grapes,0.32919418811798096,0.27051156759262085
turbo,original_baseline,10,1337,A still painting of fruits,grapes,0.34380948543548584,0.2610591650009155
turbo,original_with_neg,10,1337,A still painting of fruits,grapes,0.34380948543548584,0.2610591650009155
turbo,original_baseline,10,2025,A still painting of fruits,grapes,0.34537726640701294,0.26604390144348145
turbo,original_with_neg,10,2025,A still painting of fruits,grapes,0.34537726640701294,0.26604390144348145
turbo,original_baseline,11,42,A still painting of fruits,apples,0.32919418811798096,0.24729923903942108
turbo,original_with_neg,11,42,A still painting of fruits,apples,0.32919418811798096,0.24729923903942108
turbo,original_baseline,11,1337,A still painting of fruits,apples,0.34380948543548584,0.2567404508590698
turbo,original_with_neg,11,1337,A still painting of fruits,apples,0.34380948543548584,0.2567404508590698
turbo,original_baseline,11,2025,A still painting of fruits,apples,0.34537726640701294,0.2634369134902954
turbo,original_with_neg,11,2025,A still painting of fruits,apples,0.34537726640701294,0.2634369134902954
turbo,original_baseline,12,42,A landscape,mountains,0.3133096396923065,0.23479703068733215
turbo,original_with_neg,12,42,A landscape,mountains,0.3133096396923065,0.23479703068733215
turbo,original_baseline,12,1337,A landscape,mountains,0.30967631936073303,0.22648289799690247
turbo,original_with_neg,12,1337,A landscape,mountains,0.30967631936073303,0.22648289799690247
turbo,original_baseline,12,2025,A landscape,mountains,0.3117973208427429,0.23323968052864075
turbo,original_with_neg,12,2025,A landscape,mountains,0.3117973208427429,0.23323968052864075
turbo,original_baseline,13,42,A landscape,trees,0.3133096396923065,0.2396053522825241
turbo,original_with_neg,13,42,A landscape,trees,0.3133096396923065,0.2396053522825241
turbo,original_baseline,13,1337,A landscape,trees,0.30967631936073303,0.21982434391975403
turbo,original_with_neg,13,1337,A landscape,trees,0.30967631936073303,0.21982434391975403
turbo,original_baseline,13,2025,A landscape,trees,0.3117973208427429,0.224872887134552
turbo,original_with_neg,13,2025,A landscape,trees,0.3117973208427429,0.224872887134552
turbo,original_baseline,14,42,A room with furniture,window,0.27706825733184814,0.2154504507780075
turbo,original_with_neg,14,42,A room with furniture,window,0.27706825733184814,0.2154504507780075
turbo,original_baseline,14,1337,A room with furniture,window,0.27900493144989014,0.20099377632141113
turbo,original_with_neg,14,1337,A room with furniture,window,0.27900493144989014,0.20099377632141113
turbo,original_baseline,14,2025,A room with furniture,window,0.28187426924705505,0.20750194787979126
turbo,original_with_neg,14,2025,A room with furniture,window,0.28187426924705505,0.20750194787979126
turbo,original_baseline,15,42,A room with furniture,bed,0.27706825733184814,0.1843859851360321
turbo,original_with_neg,15,42,A room with furniture,bed,0.27706825733184814,0.1843859851360321
turbo,original_baseline,15,1337,A room with furniture,bed,0.27900493144989014,0.2281404584646225
turbo,original_with_neg,15,1337,A room with furniture,bed,0.27900493144989014,0.2281404584646225
turbo,original_baseline,15,2025,A room with furniture,bed,0.28187426924705505,0.19886448979377747
turbo,original_with_neg,15,2025,A room with furniture,bed,0.28187426924705505,0.19886448979377747
base,nag_baseline,0,42,A photo of a person,male,0.2645030915737152,0.20599445700645447
base,nag,0,42,A photo of a person,male,0.26230478286743164,0.18852229416370392
base,nag_timed,0,42,A photo of a person,male,0.260844349861145,0.19234177470207214
base,nag_baseline,0,1337,A photo of a person,male,0.27178841829299927,0.20411528646945953
base,nag,0,1337,A photo of a person,male,0.2749943733215332,0.1998281180858612
base,nag_timed,0,1337,A photo of a person,male,0.26244840025901794,0.19688203930854797
base,nag_baseline,0,2025,A photo of a person,male,0.27751845121383667,0.1925852745771408
base,nag,0,2025,A photo of a person,male,0.25768300890922546,0.1914709061384201
base,nag_timed,0,2025,A photo of a person,male,0.2687501311302185,0.18326693773269653
base,nag_baseline,1,42,A photo of a person,female,0.2645030915737152,0.19239696860313416
base,nag,1,42,A photo of a person,female,0.2593124806880951,0.16564667224884033
base,nag_timed,1,42,A photo of a person,female,0.2586495876312256,0.14633861184120178
base,nag_baseline,1,1337,A photo of a person,female,0.27178841829299927,0.21433906257152557
base,nag,1,1337,A photo of a person,female,0.27280154824256897,0.16541986167430878
base,nag_timed,1,1337,A photo of a person,female,0.2931153476238251,0.17959600687026978
base,nag_baseline,1,2025,A photo of a person,female,0.27751845121383667,0.19331541657447815
base,nag,1,2025,A photo of a person,female,0.2666096091270447,0.1611178070306778
base,nag_timed,1,2025,A photo of a person,female,0.27709418535232544,0.16349053382873535
base,nag_baseline,2,42,A photo of a person,old,0.2645030915737152,0.20244628190994263
base,nag,2,42,A photo of a person,old,0.2592039704322815,0.2035140097141266
base,nag_timed,2,42,A photo of a person,old,0.25919586420059204,0.20411866903305054
base,nag_baseline,2,1337,A photo of a person,old,0.27178841829299927,0.2166421264410019
base,nag,2,1337,A photo of a person,old,0.2604513168334961,0.2147694081068039
base,nag_timed,2,1337,A photo of a person,old,0.2425003945827484,0.2085089087486267
base,nag_baseline,2,2025,A photo of a person,old,0.27751845121383667,0.19990558922290802
base,nag,2,2025,A photo of a person,old,0.2640037536621094,0.21891702711582184
base,nag_timed,2,2025,A photo of a person,old,0.24763908982276917,0.2043135166168213
base,nag_baseline,3,42,A photo of a person,young,0.2645030915737152,0.21636652946472168
base,nag,3,42,A photo of a person,young,0.25760161876678467,0.19389685988426208
base,nag_timed,3,42,A photo of a person,young,0.2527120113372803,0.19247764348983765
base,nag_baseline,3,1337,A photo of a person,young,0.27178841829299927,0.2298620641231537
base,nag,3,1337,A photo of a person,young,0.2820514738559723,0.21226181089878082
base,nag_timed,3,1337,A photo of a person,young,0.27823615074157715,0.20100760459899902
base,nag_baseline,3,2025,A photo of a person,young,0.27751845121383667,0.2082921862602234
base,nag,3,2025,A photo of a person,young,0.26561057567596436,0.19317850470542908
base,nag_timed,3,2025,A photo of a person,young,0.2814766764640808,0.21590322256088257
base,nag_baseline,4,42,A photo of a person,bright lighting,0.2645030915737152,0.17613819241523743
base,nag,4,42,A photo of a person,bright lighting,0.2625185251235962,0.16341260075569153
base,nag_timed,4,42,A photo of a person,bright lighting,0.2723791003227234,0.16053511202335358
base,nag_baseline,4,1337,A photo of a person,bright lighting,0.27178841829299927,0.17386803030967712
base,nag,4,1337,A photo of a person,bright lighting,0.266706645488739,0.17231743037700653
base,nag_timed,4,1337,A photo of a person,bright lighting,0.26702284812927246,0.15454375743865967
base,nag_baseline,4,2025,A photo of a person,bright lighting,0.27751845121383667,0.18694627285003662
base,nag,4,2025,A photo of a person,bright lighting,0.2730034589767456,0.16355282068252563
base,nag_timed,4,2025,A photo of a person,bright lighting,0.28076955676078796,0.16162645816802979
base,nag_baseline,5,42,A photo of a person,dark lighting,0.2645030915737152,0.20560109615325928
base,nag,5,42,A photo of a person,dark lighting,0.2726115584373474,0.17284797132015228
base,nag_timed,5,42,A photo of a person,dark lighting,0.2702648937702179,0.1669217050075531
base,nag_baseline,5,1337,A photo of a person,dark lighting,0.27178841829299927,0.19965600967407227
base,nag,5,1337,A photo of a person,dark lighting,0.276434063911438,0.18579193949699402
base,nag_timed,5,1337,A photo of a person,dark lighting,0.2640702426433563,0.18146872520446777
base,nag_baseline,5,2025,A photo of a person,dark lighting,0.27751845121383667,0.1972804218530655
base,nag,5,2025,A photo of a person,dark lighting,0.2710524797439575,0.15937355160713196
base,nag_timed,5,2025,A photo of a person,dark lighting,0.26806211471557617,0.16265869140625
base,nag_baseline,6,42,A photo of a pet,dog,0.2875819504261017,0.2645844519138336
base,nag,6,42,A photo of a pet,dog,0.27759748697280884,0.2288769781589508
base,nag_timed,6,42,A photo of a pet,dog,0.27948737144470215,0.22857433557510376
base,nag_baseline,6,1337,A photo of a pet,dog,0.25511425733566284,0.20675955712795258
base,nag,6,1337,A photo of a pet,dog,0.27462249994277954,0.22738327085971832
base,nag_timed,6,1337,A photo of a pet,dog,0.274774432182312,0.2324589490890503
base,nag_baseline,6,2025,A photo of a pet,dog,0.26501667499542236,0.25336650013923645
base,nag,6,2025,A photo of a pet,dog,0.2670697271823883,0.22314435243606567
base,nag_timed,6,2025,A photo of a pet,dog,0.2611849009990692,0.21827355027198792
base,nag_baseline,7,42,A photo of a pet,cat,0.2875819504261017,0.19938677549362183
base,nag,7,42,A photo of a pet,cat,0.2703131437301636,0.1958220899105072
base,nag_timed,7,42,A photo of a pet,cat,0.27113962173461914,0.19694113731384277
base,nag_baseline,7,1337,A photo of a pet,cat,0.25511425733566284,0.25870513916015625
base,nag,7,1337,A photo of a pet,cat,0.26148319244384766,0.19553939998149872
base,nag_timed,7,1337,A photo of a pet,cat,0.260687917470932,0.19815516471862793
base,nag_baseline,7,2025,A photo of a pet,cat,0.26501667499542236,0.18156510591506958
base,nag,7,2025,A photo of a pet,cat,0.26200711727142334,0.17136424779891968
base,nag_timed,7,2025,A photo of a pet,cat,0.2638578414916992,0.1785091608762741
base,nag_baseline,8,42,A photo from the 1960s,colour,0.2739377021789551,0.17866453528404236
base,nag,8,42,A photo from the 1960s,colour,0.2723279297351837,0.16887807846069336
base,nag_timed,8,42,A photo from the 1960s,colour,0.27289947867393494,0.175604447722435
base,nag_baseline,8,1337,A photo from the 1960s,colour,0.2631347179412842,0.1753143072128296
base,nag,8,1337,A photo from the 1960s,colour,0.28441596031188965,0.1809992790222168
base,nag_timed,8,1337,A photo from the 1960s,colour,0.27399635314941406,0.17894113063812256
base,nag_baseline,8,2025,A photo from the 1960s,colour,0.28202658891677856,0.19728419184684753
base,nag,8,2025,A photo from the 1960s,colour,0.2667429447174072,0.17809394001960754
base,nag_timed,8,2025,A photo from the 1960s,colour,0.28620073199272156,0.1923748254776001
base,nag_baseline,9,42,A photo from the 1960s,black and white,0.2739377021789551,0.18370959162712097
base,nag,9,42,A photo from the 1960s,black and white,0.29149329662323,0.14833611249923706
base,nag_timed,9,42,A photo from the 1960s,black and white,0.2886357307434082,0.15015487372875214
base,nag_baseline,9,1337,A photo from the 1960s,black and white,0.2631347179412842,0.20046910643577576
base,nag,9,1337,A photo from the 1960s,black and white,0.2885696291923523,0.1424431949853897
base,nag_timed,9,1337,A photo from the 1960s,black and white,0.29032421112060547,0.15169697999954224
base,nag_baseline,9,2025,A photo from the 1960s,black and white,0.28202658891677856,0.2038690745830536
base,nag,9,2025,A photo from the 1960s,black and white,0.28613537549972534,0.15305934846401215
base,nag_timed,9,2025,A photo from the 1960s,black and white,0.29150545597076416,0.16337792575359344
base,nag_baseline,10,42,A still painting of fruits,grapes,0.3516203761100769,0.25932955741882324
base,nag,10,42,A still painting of fruits,grapes,0.3269678056240082,0.19623389840126038
base,nag_timed,10,42,A still painting of fruits,grapes,0.32606449723243713,0.21669712662696838
base,nag_baseline,10,1337,A still painting of fruits,grapes,0.3400883376598358,0.2667366862297058
base,nag,10,1337,A still painting of fruits,grapes,0.3341505229473114,0.1971210092306137
base,nag_timed,10,1337,A still painting of fruits,grapes,0.3402981758117676,0.19712738692760468
base,nag_baseline,10,2025,A still painting of fruits,grapes,0.3306903839111328,0.2535074055194855
base,nag,10,2025,A still painting of fruits,grapes,0.31052541732788086,0.2107251137495041
base,nag_timed,10,2025,A still painting of fruits,grapes,0.31092941761016846,0.20564520359039307
base,nag_baseline,11,42,A still painting of fruits,apples,0.3516203761100769,0.26342687010765076
base,nag,11,42,A still painting of fruits,apples,0.33459293842315674,0.21542391180992126
base,nag_timed,11,42,A still painting of fruits,apples,0.3319813013076782,0.2124149352312088
base,nag_baseline,11,1337,A still painting of fruits,apples,0.3400883376598358,0.2599203884601593
base,nag,11,1337,A still painting of fruits,apples,0.3320141136646271,0.22001630067825317
base,nag_timed,11,1337,A still painting of fruits,apples,0.33417052030563354,0.2206764668226242
base,nag_baseline,11,2025,A still painting of fruits,apples,0.3306903839111328,0.26849836111068726
base,nag,11,2025,A still painting of fruits,apples,0.34217822551727295,0.22619882225990295
base,nag_timed,11,2025,A still painting of fruits,apples,0.3248974084854126,0.21515335142612457
base,nag_baseline,12,42,A landscape,mountains,0.31633466482162476,0.24480891227722168
base,nag,12,42,A landscape,mountains,0.2971532642841339,0.20560848712921143
base,nag_timed,12,42,A landscape,mountains,0.2958471179008484,0.1989564597606659
base,nag_baseline,12,1337,A landscape,mountains,0.30023884773254395,0.23889972269535065
base,nag,12,1337,A landscape,mountains,0.3000970482826233,0.20207065343856812
base,nag_timed,12,1337,A landscape,mountains,0.29841873049736023,0.2022048830986023
base,nag_baseline,12,2025,A landscape,mountains,0.3243195414543152,0.24448321759700775
base,nag,12,2025,A landscape,mountains,0.3084844946861267,0.2054906189441681
base,nag_timed,12,2025,A landscape,mountains,0.3094845414161682,0.20823314785957336
base,nag_baseline,13,42,A landscape,trees,0.31633466482162476,0.2359863817691803
base,nag,13,42,A landscape,trees,0.30303388833999634,0.19273966550827026
base,nag_timed,13,42,A landscape,trees,0.2932814359664917,0.19026874005794525
base,nag_baseline,13,1337,A landscape,trees,0.30023884773254395,0.2026941478252411
base,nag,13,1337,A landscape,trees,0.2988170385360718,0.17850461602210999
base,nag_timed,13,1337,A landscape,trees,0.29974105954170227,0.2036900371313095
base,nag_baseline,13,2025,A landscape,trees,0.3243195414543152,0.24747410416603088
base,nag,13,2025,A landscape,trees,0.30150455236434937,0.19424396753311157
base,nag_timed,13,2025,A landscape,trees,0.29835450649261475,0.19189158082008362
base,nag_baseline,14,42,A room with furniture,window,0.29892876744270325,0.21212495863437653
base,nag,14,42,A room with furniture,window,0.2919501066207886,0.18586260080337524
base,nag_timed,14,42,A room with furniture,window,0.29672402143478394,0.19048097729682922
